OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,6036,5967,2572,2866,4204,1106,8515,1698,4380,1420
+,1856,6144,5164,4037,3148,4574,6729,7985,2356,2787
+,4098,4536,6342,511,2662,694,6876,7708,9370,6321
+,4178,6359,336,8455,112,8368,261,8603,9213,2237
+,5744,8398,3822,8001,9726,6907,830,3047,35,2156
+,8304,5610,7367,6912,5160,5234,7133,9924,5341,6293
-,756,0,0,0,0,0,0,0,0,0
+,3295,1773,2048,2029,198,1796,6274,3246,9863,8051
+,6046,5681,4015,3676,8044,4035,758,8953,1711,2957
+,9833,2573,276,798,240,2003,7285,4712,49,5764
-,14,0,0,0,0,0,0,0,0,0
+,421,6060,2298,5345,6039,2361,717,1254,1091,6444
+,2925,3881,5309,3374,147,3476,8462,6282,7763,9438
+,6061,8565,9369,4255,1227,7860,8475,3804,8972,5638
+,9529,3421,8596,9985,8178,9709,3787,7274,1788,4923
+,8208,912,159,5232,8565,3321,8781,9980,6327,6148
+,434,4864,7773,9530,9075,8802,9585,5818,2682,5455
+,670,1472,636,4725,4387,6452,343,3925,1519,8751
-,33,0,0,0,0,0,0,0,0,0
+,7127,8402,5821,5730,7363,5024,1122,5006,5491,9887
+,5771,1603,3407,289,9209,5406,4999,6878,8021,1556
-,642,0,0,0,0,0,0,0,0,0
+,8171,5092,8005,8981,1837,5306,3684,3265,8926,54
+,1534,1395,998,7800,6568,4683,2494,7670,3988,4166
+,1633,6874,3664,1299,1239,3096,8599,9034,6467,8505
+,8534,2375,1566,8545,9679,9310,2090,1374,772,73
+,4570,8420,4215,6694,3792,9170,8089,5326,7917,8004
+,5706,510,9959,1359,7777,4587,7500,4854,6699,9981
+,6620,2249,7859,3398,7528,3769,1737,999,7060,9469
+,492,7754,4071,5810,5657,312,4902,6528,5026,8025
+,2687,7364,3255,463,8420,2982,4807,7236,5303,8680
+,6911,7023,4094,3062,9557,911,2384,5293,3743,2751
+,5460,4448,7095,4386,273,5576,7128,2158,9788,5521
+,2140,9978,1047,850,1230,5782,3932,2033,6938,4260
+,4958,7994,1000,2368,6892,4684,5245,652,5626,1139
+,1798,2624,6320,2096,6786,1747,9324,5983,621,6220
+,903,2682,4160,3697,5220,4401,2995,8575,8287,4352
+,1631,2136,3537,2721,5705,9441,1033,3492,6439,334
+,5274,8544,3065,7477,462,5197,5252,5019,2133,2080
+,4343,5565,4682,3009,3704,2108,4326,3271,5454,9916
+,6963,5028,3805,6723,5185,1146,5643,7794,2932,7789
+,5466,9284,6231,7827,3459,9893,2071,4781,3762,4572
+,9277,6128,9976,5463,8721,599,3820,6206,80,411
+,2798,8182,8639,4694,4141,8619,1249,3269,3157,4719
+,8359,9081,1743,4721,9258,7380,1263,4313,6944,1616
+,544,5740,7270,4776,6445,2256,964,3532,4967,9522
+,304,7380,4676,2797,8020,5992,3788,2895,8998,661
+,2247,8782,8715,2156,6784,1628,9721,4554,3113,1951
+,469,595,9892,7390,2189,1014,2151,4946,1716,3899
+,7694,8168,5160,9281,2334,9189,5704,6964,305,9448
+,9847,5935,9082,620,7247,9898,1098,6553,9945,9038
+,9258,1527,1183,6403,3057,7196,8922,306,9559,1702
+,8781,2407,945,4126,276,5342,9751,3239,5794,4153
+,1026,3509,91,3140,6156,1399,8667,9346,9823,5771
+,4969,1444,4031,1931,5116,4853,6560,954,8196,378
+,4806,8350,9803,8215,6920,8154,6152,4063,9254,1264
-,740,0,0,0,0,0,0,0,0,0
-,294,0,0,0,0,0,0,0,0,0
+,367,1946,8565,7039,2791,1794,5909,828,2637,4898
+,5377,2409,5114,7679,1781,2244,3414,8865,9176,7238
+,1883,2525,6212,5892,3265,9596,547,314,1025,9446
+,5686,9935,5601,151,8729,9911,1186,3621,8743,7018
+,4189,3961,3457,6386,2912,5477,7549,5805,8132,8105
+,7968,3930,2903,2976,6002,5968,7953,857,3553,8376
+,9159,8988,6909,2749,2205,7950,8787,527,750,2975
+,9142,5774,8286,827,9430,7457,3512,1445,4290,372
+,5214,304,5258,9877,8482,9381,3527,3841,8409,4368
+,5423,289,6863,9364,211,1172,1285,6293,3953,4178
+,9009,9433,8033,6199,3152,4116,4982,3958,268,4396
+,8418,899,4493,7208,3696,3966,5715,9358,4898,7232
+,1011,8466,9736,7024,1037,4776,8332,61,7420,7811
+,3877,307,5021,5817,6273,2617,1927,8662,6499,9250
+,5620,3443,4321,5662,6659,6086,6071,4449,9637,19
+,7754,4958,3428,341,4490,9262,4375,5183,5250,1726
+,608,9142,2596,6489,2373,2555,640,6443,8231,4655
+,6265,4654,2601,2820,7830,9857,3550,1535,1407,4327
+,658,1204,8519,410,4578,8228,4144,828,2357,1305
-,868,0,0,0,0,0,0,0,0,0
+,946,8936,7348,7278,1634,8394,7687,1690,6679,7478
+,8436,3898,8318,1628,3835,5752,5655,3934,7878,8296
+,6226,1290,9439,1598,8469,7931,7135,1017,9516,1382
+,8698,1605,8190,5145,9377,2891,5758,1152,1341,5369
+,6454,8802,6660,1156,6124,5871,4332,9110,5596,2737
+,5442,5599,4279,3218,1307,6084,5595,1782,2905,3733
+,7665,6381,8767,9178,1569,8317,7072,4654,3736,4187
+,4971,621,6659,6198,1061,4021,4277,1959,9815,1012
+,2773,2010,2496,3938,214,6130,7350,2755,6660,7273
+,6146,5104,5051,4244,7230,5457,1863,5421,6856,1545
+,6081,5027,2948,3977,3490,1636,2215,5807,2457,5995
+,3003,2086,2399,3172,8611,8670,6000,1729,9978,640
+,5472,2352,9145,859,1708,6791,2560,4,3784,9045
+,3835,1971,1872,5800,6727,5731,7292,7025,7271,9112
+,8501,2793,429,2332,5303,4469,8511,2037,6547,3084
+,2541,4176,4364,3545,8916,6128,7922,4908,2550,2849
+,1625,8017,5743,9014,4,14,3817,6707,9252,7432
+,5894,311,8280,9291,8974,2328,702,943,1191,1145
+,7269,4592,1905,1965,425,5623,6272,2803,1319,7311
-,998,0,0,0,0,0,0,0,0,0
+,4179,232,9977,2922,1002,2657,7769,1101,7798,4775
+,7682,405,763,8629,6579,1933,7672,6194,2209,6227
+,2737,5644,7337,4411,2793,3610,126,1706,299,456
+,8072,6263,4882,4611,7964,9838,6169,8457,3181,4626
-,301,0,0,0,0,0,0,0,0,0
+,5646,5383,2099,5329,7674,9691,808,3069,6899,2563
+,758,9486,7328,6961,2923,2722,8020,8311,6867,1360
+,8472,9560,6433,8571,7763,8018,7271,1810,3827,5530
+,4288,2931,6823,9948,7317,8471,6557,1893,4360,1833
+,8392,4919,2189,4488,3435,1198,5605,1437,6191,7457
-,437,0,0,0,0,0,0,0,0,0
+,590,566,4027,8212,8178,8811,8518,2843,6202,8637
+,8605,2471,2817,1815,1116,2994,7918,6442,9348,9313
+,4603,7089,7813,2318,3918,1555,3825,2308,7741,1496
+,8173,623,82,4666,5651,9395,1914,3093,8394,7667
+,5178,7990,2463,5977,7167,9304,9188,9273,9757,8277
+,6303,4419,9129,4095,5622,1030,8713,3768,5264,3860
+,4714,1619,6794,4458,8412,9334,2340,6756,5993,4972
+,2942,9241,9949,9711,5481,9353,7684,7402,1098,2250
+,6307,9100,4173,2871,1937,6743,4043,6592,9246,1634
+,522,4118,1548,740,6082,5691,4779,613,1122,4742
+,4008,6272,8199,9393,6906,3839,3848,5393,5037,1223
+,7640,6398,2355,2435,171,1689,5290,4943,2561,5487
+,1374,3923,7777,6997,5601,5360,3456,5310,3385,6955
+,2303,4002,5317,5749,9672,2918,9735,5622,7330,3703
+,5775,6434,7952,6286,7916,5053,7906,1325,9885,4364
-,736,0,0,0,0,0,0,0,0,0
+,3902,1833,7648,8996,4635,7199,1693,538,2595,6288
+,7504,6896,9652,4083,1260,1001,4984,744,7449,1496
+,8518,1898,4347,140,8433,1217,4886,7957,3661,8570
+,9892,5505,7691,3585,9597,4474,3125,8009,3287,3113
+,7994,5895,6829,2060,1277,1965,2376,2507,6200,9881
+,2934,2096,9814,3171,3309,8120,9923,2117,4944,8050
+,6291,5840,1936,2104,6325,3121,6079,6293,7598,1050
+,3332,2569,738,7151,1498,5754,2919,1326,6433,2289
+,7493,430,4810,1068,7193,2637,6760,9349,6184,7745
+,8814,7008,1847,4134,2728,3381,3621,8398,5078,4492
-,800,0,0,0,0,0,0,0,0,0
+,5908,7180,1983,5869,6136,1609,3743,5137,5241,9675
+,5053,1102,9174,4750,455,5517,3919,8957,6733,4702
+,8446,7821,6148,8522,5559,6945,549,2201,4,3503
+,7201,9108,7160,8602,2064,8994,7094,1306,463,585
+,9477,8398,9579,9957,2461,132,6563,52,4342,6922
+,9191,3162,1723,9705,4695,6726,8185,997,1906,4073
+,1548,1857,5783,1158,2624,1052,5300,1656,5115,1729
+,5452,7490,7710,3560,7840,8943,817,3914,6900,7014
+,9944,6130,5213,3048,6465,3249,6420,3486,7706,9738
-,24,0,0,0,0,0,0,0,0,0
+,7223,1768,1639,391,5570,2666,2611,7347,899,994
+,3683,9219,6198,7,5473,8977,6944,2591,6722,4280
+,2836,4408,3293,6066,7333,4054,5779,4124,4792,8857
+,5923,4398,3392,4330,495,4040,3528,197,2747,7972
+,2420,9989,269,6929,413,6764,7911,8159,4019,4475
+,9384,3990,1074,5971,8914,9555,3839,3045,3216,5410
+,6463,8029,7257,9609,8061,1722,1077,8723,3546,6451
+,7135,7576,5324,9507,1724,2047,4063,3828,8323,655
+,784,4369,5501,8482,5961,7724,4369,6538,2591,3744
+,3122,795,5884,1144,8974,2567,2319,7056,589,4841
+,4897,2084,5494,7228,6560,5998,6406,6080,9227,1137
+,5886,3632,3299,5217,6388,6648,8145,7792,2427,3981
+,4002,6037,3984,7981,9026,5072,9445,8431,1457,8808
+,708,6442,6885,353,8960,224,7269,9287,1445,9295
+,1646,6793,1654,55,1087,6366,437,6306,5595,1899
+,3876,2885,9806,9395,108,9772,473,3722,203,9488
+,5073,8040,5407,7152,6896,7320,7463,9876,7224,5936
+,4433,5158,5603,4297,2032,2641,7891,4199,2492,4551
+,2964,6072,3667,9170,6701,8970,7760,8769,540,2462
+,8365,1234,6799,5311,9371,2866,1836,8271,7126,9803
-,67,0,0,0,0,0,0,0,0,0
+,3115,9254,944,5479,711,6804,1913,8166,5065,8010
+,2831,3338,7659,2425,2602,1730,2621,8087,408,7209
+,8415,2769,9429,8534,8536,2653,8541,9351,3035,2876
+,5644,8016,575,6208,6312,6495,8073,7561,8410,9522
+,82,2990,2071,426,3790,3890,2473,6480,7541,5366
+,1068,4259,8421,7304,8287,6385,8110,1931,4233,3564
+,7624,3472,8114,7426,9802,2489,5750,921,2050,8714
+,1256,6164,9324,1358,8226,2683,8338,3114,5979,856
+,4384,8844,4236,1867,303,2888,4406,2038,1833,6445
-,833,0,0,0,0,0,0,0,0,0
+,7850,9947,3082,8795,9246,259,7706,6024,3946,4658
+,1845,422,8648,3063,9547,1433,4575,3398,621,8493
+,8078,4289,6483,1870,8346,427,6256,2848,7739,5367
+,6548,7480,321,7252,905,2109,806,5408,9126,9435
-,594,0,0,0,0,0,0,0,0,0
+,7838,9767,4685,1843,6902,7528,835,9670,2868,1149
+,5599,4721,203,632,1560,9302,9018,9667,766,9887
+,3119,6433,8753,4901,4604,3479,4658,6599,8887,7029
+,3838,3133,5326,4915,2933,2853,8688,9588,7716,141
+,612,3943,343,1739,6060,508,1864,2678,1558,6100
+,9722,9632,9264,8666,9031,1702,8525,4606,8643,2273
+,23,7298,7592,1076,2338,2963,9000,4928,1745,7818
+,5218,3986,9888,2473,8264,9971,6067,8908,5596,2725
+,4623,8315,4660,194,7469,9343,4395,5384,7857,3508
+,7244,7660,5097,2413,994,9556,8796,4834,6035,7082
-,405,0,0,0,0,0,0,0,0,0
+,5022,9221,2762,2069,783,3770,9562,7838,1923,685
+,9185,2237,3725,5863,4885,2517,1463,5365,5824,905
+,2480,9900,9207,2883,6944,8833,3368,5131,1604,9260
+,3697,6167,3962,2732,6009,5449,9918,3382,6492,5760
+,5623,9986,4096,3554,2636,4971,9165,8955,6897,6865
+,1199,4309,4445,8885,7449,8411,2599,7321,8918,8368
+,20,8510,4426,5143,3061,3521,7555,6602,1344,8023
-,813,0,0,0,0,0,0,0,0,0
+,3841,7815,7977,1909,2430,2768,4326,1136,2645,8338
+,9425,7593,3218,6065,8764,141,9625,6396,803,5336
-,698,0,0,0,0,0,0,0,0,0
+,6220,3326,8582,670,6733,9196,592,5463,7501,5888
+,1916,8535,4956,9646,9991,2183,9305,3153,3497,1031
+,4813,2280,8244,7961,6739,4795,1448,208,821,8708
-,728,0,0,0,0,0,0,0,0,0
+,2740,7855,2684,3439,8711,5411,935,4711,3001,2738
+,219,6111,2730,1373,4206,2467,4500,7664,2515,8357
+,9746,1949,1566,6269,3793,1966,4851,3757,6474,8502
+,1823,9976,9,9362,5339,5463,612,4217,585,7204
+,7214,4449,3207,9884,7896,9474,1933,7683,8385,6681
+,7989,8311,3771,1905,692,9299,9403,6090,1302,7352
+,2513,3335,3216,7436,6674,448,2684,4381,4711,4502
+,1972,6921,1013,29,8541,3892,2920,4895,6682,4944
+,3682,825,3763,7589,8128,4844,9927,7329,5360,7470
+,9890,5347,7211,4308,1195,5212,5680,7214,3678,2792
+,7998,8271,8324,8571,3714,9980,1411,2086,3418,3907
+,4914,7716,7694,5239,4628,5489,3480,3568,4046,8343
+,584,1845,2150,4359,4578,1962,1639,3072,6416,8220
+,1928,3036,9874,9035,899,9547,7369,8990,9185,2784
+,6251,9665,165,2129,3514,3180,8520,8414,1711,6585
+,854,6468,3495,8781,3685,2205,317,3568,8285,142
+,2427,8197,9120,1030,209,7607,4063,7601,9088,3711
+,7203,8551,4378,7057,2408,9368,2498,5063,3936,111
+,9089,2882,4948,4305,612,7491,7283,695,2493,5092
+,144,2247,5316,4134,5773,743,3083,454,7452,9844
+,247,1152,3,8486,2786,8010,5654,9533,2198,1934
+,6344,1778,2260,5305,3985,308,4541,5291,9047,8843
+,8599,5373,1958,4061,4323,9276,7956,1739,9073,7317
+,230,8788,9322,6265,5558,5268,855,4473,1453,2634
+,9599,7532,1009,5844,6978,4928,6360,9227,5133,8082
+,1644,9585,9881,1054,4129,3041,5658,1159,7857,3612
+,2335,1283,3088,4421,7168,8228,1332,4002,5648,4117
+,5221,2337,880,1756,8313,2204,1494,4055,251,8732
+,5802,6599,8978,2259,1180,6580,6065,4625,1798,4973
+,9453,9955,2453,7877,8097,8309,8924,8091,7449,4253
+,6785,5892,6472,6900,9987,4409,6796,3014,3394,8325
+,4771,4530,1242,6303,7575,2879,2184,9359,6802,4386
+,4856,1415,7806,8634,104,1685,7595,3414,1752,1957
+,428,2416,5964,2340,347,770,8204,6936,6709,4497
-,834,0,0,0,0,0,0,0,0,0
+,8443,9515,8749,1110,6730,2185,3159,7892,140,7276
+,4931,7579,2797,1219,604,7718,7743,3984,3833,9507
+,4377,3523,6499,8836,4087,9642,4212,4553,1670,5344
+,1997,1735,2856,2746,4929,3175,7945,5017,7078,3423
+,712,385,4341,5009,2405,1608,1486,5144,9008,3471
+,6284,8767,4721,6105,4789,3007,5213,3131,9808,871
+,8806,4040,5176,8224,1331,3736,151,5152,1257,357
+,6833,7915,7218,1271,5704,2348,7839,2854,2964,7993
+,8445,5811,6851,7965,11,8651,8340,7070,6728,4326
+,6871,3163,9639,8840,9213,5510,4794,5598,4233,7741
+,8220,4687,6320,4013,2968,2690,5098,2079,8275,5156
+,570,2288,844,8876,388,4204,2502,1902,4985,349
+,2117,9439,1234,5012,8570,6563,5076,326,3750,2109
-,647,0,0,0,0,0,0,0,0,0
+,8016,397,5837,4844,1383,148,3440,6580,5025,6154
+,1078,4235,2135,3058,4423,5878,1075,4726,1544,7478
+,6595,280,9678,9772,1438,2612,2641,677,5665,4371
+,2573,8291,9357,8681,7235,2085,7640,2395,8429,8730
+,7369,8798,7907,5027,6226,2468,1739,632,5267,9539
+,8036,3443,9289,1640,1448,8127,5854,9918,8182,9841
+,563,2330,2241,3626,1306,4261,6601,8031,1297,7310
+,5290,4187,2045,2241,1524,6813,2589,9862,8531,1720
+,7724,2886,6791,173,2481,2218,8270,537,8544,7620
+,7243,5363,9297,9703,2225,1218,5026,4789,4895,4395
-,968,0,0,0,0,0,0,0,0,0
+,639,7406,637,3988,1314,1226,4999,446,2372,1964
-,559,0,0,0,0,0,0,0,0,0
+,6831,8983,4594,5911,9464,8581,3820,9507,1273,7518
+,3702,7142,9108,7002,6594,3415,7351,545,6562,7172
+,7648,346,8491,5321,4217,4664,6898,3636,2775,3344
+,4313,1555,9423,7651,4527,4240,8766,4880,7039,1019
+,2183,3521,2893,9359,8027,5610,8664,8875,3276,1431
+,7235,9601,9731,7320,8247,2544,2227,1168,1695,7319
+,361,8082,5152,4388,5738,8994,267,208,3693,8199
+,7197,4341,349,6029,7274,2193,1925,4750,9177,8072
+,783,5641,622,7251,4091,7055,3689,8063,1154,5287
+,3556,7945,2916,5643,5916,8141,2575,1577,701,2149
+,2722,8341,9978,2021,9573,5702,2446,2150,4931,8111
+,3349,8468,9809,5804,5988,1688,9673,4810,6793,8811
+,4663,2710,4898,2081,9120,8296,6964,2794,8529,553
+,7556,7278,9180,5743,9258,577,8934,3924,9625,7244
-,463,0,0,0,0,0,0,0,0,0
+,3705,8249,4846,5707,8761,6370,3715,2242,9233,1838
+,7538,9139,404,5018,2798,4654,3057,6963,5017,7163
+,5711,5779,5232,4441,6690,2288,8817,1666,5358,3608
+,1435,1029,923,8032,8777,1673,8042,6514,8465,5695
+,9178,5254,9938,5842,7605,9652,4355,8129,1134,9589
+,3462,7457,3878,6613,3219,2962,4828,9852,2430,5368
-,980,0,0,0,0,0,0,0,0,0
+,3465,6092,2045,5774,4614,3960,1798,4937,8720,3297
+,824,8087,7588,9773,9009,6888,4263,9370,9919,3460
+,8495,986,4120,234,7246,4495,8278,624,1333,1102
-,699,0,0,0,0,0,0,0,0,0
+,2681,9413,9387,3787,516,9871,7193,3364,373,242
+,2419,9554,2946,4424,6129,9593,9187,1580,917,6194
+,4491,5949,3931,1833,7256,7998,1802,6100,7625,8064
+,7334,5184,8397,1196,269,153,4960,2080,428,9620
+,2473,9912,3743,2306,1122,5319,6480,5429,4018,2276
+,8900,4229,6489,1516,8665,8066,535,8719,844,9905
-,614,0,0,0,0,0,0,0,0,0
+,3668,8967,3930,4838,2754,5727,8590,2989,3696,730
+,3579,1591,8280,9423,3007,5284,4012,995,5259,1168
+,2935,5384,7203,4030,7,6120,7068,4418,6545,51
-,564,0,0,0,0,0,0,0,0,0
+,2133,1896,201,1197,9074,5828,7643,2540,6159,3343
+,3634,4389,6913,8758,8828,3036,988,7574,7934,4066
+,4259,6955,6691,6637,642,6175,8477,5693,5299,3425
+,4739,1258,2858,0,9481,9133,5730,7166,7029,4535
-,538,0,0,0,0,0,0,0,0,0
+,2314,104,5258,218,1975,3893,5333,8991,3411,5437
+,2499,8120,6222,5213,445,1586,2306,928,9305,8374
+,1152,3958,7024,5102,1115,6506,6,9045,9481,8540
+,9066,7583,4695,2074,4731,9264,5540,1803,3976,3876
+,3724,3675,309,1150,8688,6247,4850,807,5233,6632
+,4800,296,7028,8062,2917,9684,8896,7628,6286,8159
+,4255,3773,8650,2375,6541,9206,9490,863,4889,7284
+,4589,4939,2116,5329,5516,6769,9290,6854,5621,8863
+,2665,1933,664,642,7119,962,4504,5515,5555,4302
+,4933,2321,6018,321,2690,4361,9203,7332,4872,1692
+,1797,6778,3793,1029,3190,2326,5972,5461,2311,3966
+,5390,662,9117,5510,7908,284,2420,6816,7193,4355
-,395,0,0,0,0,0,0,0,0,0
+,9697,4164,484,8456,6801,1130,31,423,3461,6989
+,7772,5675,5857,7743,1178,9967,3075,5421,5127,9910
+,383,6669,8570,6212,8130,6960,6298,273,7862,3782
+,6895,9131,5677,495,8209,3752,8834,9044,4947,3654
+,5974,9202,9096,4565,4005,5132,3149,8850,34,1310
+,3061,8473,7520,5496,8947,8373,1427,897,847,8259
-,376,0,0,0,0,0,0,0,0,0
+,3364,1068,8051,6228,6445,6299,7772,354,6905,5714
+,5871,9386,3538,1020,7032,3878,6334,8536,9664,5011
+,738,7924,2360,310,8001,4132,1826,6695,9056,2932
+,4097,6825,4680,648,1687,7965,4901,499,4924,5492
-,984,0,0,0,0,0,0,0,0,0
+,2070,9673,1718,7125,8784,3685,8828,9519,5835,6174
+,3161,9474,6211,5379,1908,8071,684,3133,4672,2634
+,5143,6053,679,3167,5743,9171,4054,8109,5630,6207
+,6907,4706,6878,4557,6561,9721,326,8856,9764,2305
+,5895,5335,8653,7233,6657,2463,6576,7198,5229,6207
+,2805,5490,7275,8256,5278,2728,1893,2880,7316,610
+,9288,1635,9499,2570,8496,8375,3845,5528,6301,6381
+,7944,8981,102,5270,1335,2104,2153,1853,4981,5588
+,9248,7404,1590,3240,2401,7297,8525,5974,579,7235
+,1641,4162,1452,5129,6329,5505,4531,9753,4860,4512
+,232,7933,5134,2777,823,6043,722,7275,6606,9380
+,8042,7694,7803,6193,4675,1685,1020,4701,9820,9460
+,8896,5564,4819,4968,3949,8305,2238,9912,751,4519
+,7347,9312,9578,977,8693,5519,8906,828,4843,6336
+,5232,2467,8651,8447,4934,4465,7814,9251,4356,840
+,5817,2092,993,1949,720,5505,7651,6332,1855,9103
+,9514,8596,2453,2826,3447,1542,3729,5454,6509,4807
+,9065,3346,6220,5659,5798,1544,5654,2882,8337,1043
+,9668,8330,9920,8728,1620,3767,5314,5204,8882,6434
-,96,0,0,0,0,0,0,0,0,0
+,9300,5629,1474,6590,8195,6667,2205,2715,90,7291
+,5044,7090,7244,5427,7277,4115,2838,8551,2454,1888
+,7817,2656,9216,8608,4405,7123,6179,7793,6711,1383
+,5392,2790,3682,857,2315,8929,9425,6469,9797,7241
+,9737,4640,6858,7636,4745,1661,1010,8128,1673,9498
+,9921,8845,5095,3674,8687,3080,5674,9299,8199,9419
+,6406,227,2280,2010,8896,2885,6506,1461,8611,609
+,9210,5279,8567,1308,4613,3269,2537,7455,4776,2578
+,5899,6702,5296,29,1783,8395,2882,5975,2782,4090
+,223,4519,838,8209,6779,6799,7431,5353,4769,2357
+,7068,2207,4501,4124,8096,811,7861,881,6325,726
+,9709,309,909,8302,6497,4154,3398,3407,4891,8964
+,744,8962,6839,5551,5806,3027,6990,4757,2965,7784
+,4407,7854,4735,9218,3044,356,1668,4568,2578,9779
+,4796,5145,8867,9004,2211,3926,4472,9367,1396,1273
+,7513,2454,461,8154,371,1369,2581,9489,4866,5928
+,3084,2550,2652,1812,7951,5910,1987,8399,9804,2677
+,3151,9671,784,4565,7256,1728,3219,9288,4649,7861
-,654,0,0,0,0,0,0,0,0,0
+,1570,3418,5118,2321,2071,8327,2627,6295,4657,2805
-,561,0,0,0,0,0,0,0,0,0
+,721,9554,8582,2725,3847,1882,130,7638,8171,953
+,7484,1113,2688,9429,6602,7400,9881,1552,4286,7144
+,5889,837,5458,8979,3287,1743,2,4072,9829,5427
+,9015,6467,9526,318,1917,3906,351,4896,8127,8756
+,1002,1122,2008,4211,3727,7294,5153,6168,2303,801
+,3915,1790,3950,2973,220,2661,2091,3216,5212,1309
+,5315,1137,3312,572,8821,5154,5316,1608,8738,9312
+,1025,8230,6198,7479,9065,3301,7499,9804,7405,3067
+,6711,5791,4403,1447,3000,5924,8500,5244,9180,6220
+,339,368,4335,1214,8814,4663,3661,8666,6061,272
+,69,389,428,6656,9061,365,8145,3528,5068,7068
+,4482,9050,7545,7341,744,5719,2838,9639,8176,4377
+,2543,6830,6905,8008,8735,9706,6825,2740,185,6490
+,4216,7972,8203,9641,6015,8021,6569,6226,2253,7492
+,3004,4173,5056,2992,7104,9724,3403,4526,6053,8694
+,6491,2246,7573,3133,5882,2918,8553,6516,8211,9187
-,851,0,0,0,0,0,0,0,0,0
+,9738,868,5492,7673,7071,1667,7441,3402,1276,3497
+,2091,9080,3878,2759,8868,3207,5234,8378,847,935
+,7971,3626,6362,9616,8469,6774,8155,6772,5672,4519
+,900,8234,1998,1709,712,6683,2987,5789,7222,8368
+,3520,1770,5579,8534,3274,243,8667,9809,6870,366
+,6594,598,8569,6178,2237,9446,5869,574,3562,9289
+,7551,72,1750,6981,1819,3252,5210,3428,7667,1568
+,4282,4854,8181,9120,5182,524,1986,6115,2181,402
+,3346,7302,4576,6423,638,7177,306,2481,9868,2797
+,4238,4239,4400,3564,3066,6997,8210,270,7171,6205
+,6869,5110,3076,3879,2216,8835,5191,2856,1668,9829
+,1263,6775,1914,2293,3790,8375,6522,200,503,1436
+,5639,9430,2355,8075,2366,9089,7928,7453,4733,3641
+,9866,9653,3771,7168,3190,2549,8476,772,9991,7644
-,217,0,0,0,0,0,0,0,0,0
+,7407,6839,8211,7949,3495,8345,7565,9293,4623,3571
+,4295,9506,9566,4631,2959,5798,5767,9829,8162,4872
-,662,0,0,0,0,0,0,0,0,0
+,558,2667,4184,4028,2750,7921,1729,4625,7739,424
+,1087,7534,3575,8696,3397,7299,5268,1845,4440,8170
+,5318,6574,9134,2018,9609,5127,8114,7847,8395,2026
+,5723,1496,8475,3923,4923,290,6241,5004,6060,4456
+,9926,9686,7619,152,2521,8130,9741,3505,6599,4548
+,6809,4755,888,3219,5471,7029,2568,3304,1769,2811
+,270,9317,7379,5715,2146,3028,6633,614,1502,7826
+,6423,3336,5153,6953,5750,1531,8597,2196,5304,9469
+,8597,8015,4311,3233,3066,2745,3504,4202,3782,8503
+,5139,8899,3438,9642,2032,385,2029,8007,2517,9087
+,1624,5485,8099,1535,5239,5802,9749,2298,8550,4974
+,3912,8488,8336,165,6163,9341,8671,5550,9306,9174
+,7936,99,5611,8374,3217,4277,7763,9546,7121,823
+,3140,2994,9374,7557,9392,4767,437,2312,3679,677
+,9264,686,1682,6724,8085,9002,8997,9529,9784,9656
+,2,7974,2427,1731,1161,511,8329,9856,5624,244
+,2252,6967,5095,8869,4782,6617,7894,9580,9937,4432
+,9620,2882,332,7767,9434,1643,757,1495,3617,3947
+,4214,197,2323,5139,1193,9034,7376,7788,859,8978
