OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,4741,3162,7976,927,5120,3671,708,338,2374,2781
+,7980,333,784,6840,5600,7523,4830,7175,3980,3032
+,1986,7390,4593,9604,2436,329,9633,1996,4841,6989
+,3500,1202,5565,3910,9981,9529,93,4524,4584,644
+,6,2414,556,8416,7087,2122,2072,7073,8073,8616
+,2576,2494,3517,5288,2208,302,9572,976,8530,1606
+,317,1101,4142,4905,2353,9436,4106,5514,5558,6492
+,1690,457,2591,6002,7623,1223,2639,7532,759,1269
+,3212,5540,6794,1208,580,2758,3256,5801,4279,9029
+,5262,9247,2945,9784,6797,2884,1719,6457,7435,7306
+,8507,9070,9897,6224,9918,4574,2733,2544,8516,1246
+,7544,4908,7646,2278,6429,2356,31,9676,7323,1397
+,4051,7585,1010,7862,3245,5334,9493,9749,8943,736
+,3670,5362,5811,210,7724,8581,192,71,3690,8749
+,2748,5539,1084,8903,4535,3640,8596,3618,6952,5212
+,8179,5591,5379,821,6470,1859,7377,8805,5061,9729
+,8117,1756,2937,8240,7760,9039,5448,6689,7310,6686
+,2993,3806,2929,6825,9532,3313,2037,7102,9171,4642
+,7164,402,2790,578,1308,2443,8916,9607,3217,8258
+,2701,7934,69,4900,1738,9828,6668,5553,6602,278
+,6942,1430,4148,663,2741,7665,9364,716,7637,5333
+,7906,3030,3622,727,1123,2804,3204,142,4860,3666
+,5405,8196,7350,336,2612,873,7656,9386,3164,376
+,8551,1499,7051,442,2749,231,6948,9504,7432,6422
+,4291,4881,727,8822,2802,1603,7810,3266,6624,2011
+,2764,7149,9778,3288,5042,1818,9378,2545,4737,8085
+,3602,5832,2404,4919,2990,7993,5152,289,8161,4035
+,5324,1419,6658,1898,6389,8286,299,4943,6180,3131
+,9759,7429,134,5309,9756,1147,7814,9558,4781,5220
+,5326,1360,532,7896,3711,2792,4482,2695,3148,9854
+,7307,4254,4906,236,5655,2150,2742,4063,8107,1035
+,6351,2354,8912,4531,4690,4371,6913,9170,5718,7120
+,8608,5008,8331,4647,2545,8856,1550,8020,3339,8615
+,3961,2305,6889,2316,503,6645,2191,3228,4933,641
+,3935,2747,3154,8210,1447,374,6241,3131,2224,2436
+,5614,3881,797,5956,1953,3463,2100,9942,2421,5461
+,6015,3485,4871,4856,4046,9257,9399,5466,2227,6933
+,3915,6041,1757,8064,2460,6118,8952,2820,2558,9412
+,8753,7288,8345,4484,6136,4110,9443,4509,6158,8011
+,3278,3381,5888,9116,434,7694,8141,3379,494,7836
+,3932,9184,2283,6523,9910,2136,9069,651,2512,2349
+,2945,7048,1782,1875,7874,5868,838,5747,6560,9962
+,8326,3941,9574,2414,6782,8559,4782,8898,1755,566
+,7615,2399,4297,5301,5155,9286,9441,2903,396,8950
+,1492,2522,9451,118,8665,2219,3768,5922,7617,2768
-,725,0,0,0,0,0,0,0,0,0
+,6839,4537,9166,1463,3630,821,6951,7468,2246,5100
+,8398,8961,2442,6982,966,2773,6140,3341,2773,7001
+,7046,2056,2326,2917,8732,8822,5551,7374,8279,8407
+,2511,7771,1838,6032,5234,3118,1296,8814,7556,4174
+,2140,342,3996,8352,2163,1280,1026,3184,2986,6170
+,9508,1829,9779,1452,6301,6857,7094,6914,7711,4661
+,6681,2158,1562,4908,7055,7733,8219,9266,7141,9608
+,8459,7308,6189,5947,9542,7944,7786,3827,6914,4958
+,5240,5055,4436,9145,9772,9537,606,8822,8349,208
-,43,0,0,0,0,0,0,0,0,0
+,9600,1919,5478,6353,737,5210,7408,6275,4603,3735
+,8038,8624,7263,9204,9279,9436,4552,7455,3508,2476
+,9108,1814,5662,3017,1136,2178,7140,570,8709,6322
+,8040,9182,3440,6650,5964,5077,4114,6440,8794,3298
-,377,0,0,0,0,0,0,0,0,0
+,8476,3504,3621,6230,2203,6115,3186,836,8031,9699
+,8691,7772,5549,8924,38,9462,4131,2214,9839,2090
+,8097,9632,3879,8149,1761,6571,5900,6643,7545,6619
+,227,1868,4349,3254,2842,649,7964,1852,2357,4479
+,4057,2449,7071,2481,3830,3765,6437,4011,4301,8424
-,526,0,0,0,0,0,0,0,0,0
+,6255,8632,116,4001,1513,6436,5310,8150,7366,4114
+,441,7326,3192,9909,4075,3888,2481,3479,7991,7428
+,6055,1789,5802,5966,9634,5813,4995,1276,8245,4741
+,5905,9583,5310,7479,59,5929,1300,2063,8332,3868
+,826,4838,9022,1805,5713,5679,9514,2656,3067,1568
+,5678,1446,9250,6337,4311,7825,3921,3229,4915,5257
+,3784,6810,8019,2375,8959,4268,2963,2069,8618,1118
+,7352,5328,9216,3329,7097,9231,8428,8241,4199,4329
+,9748,1815,8787,3805,4052,3127,2963,9019,1861,722
+,6355,3067,2657,7799,5555,2224,9896,1687,2657,3075
+,5471,2052,6535,5976,6598,8955,6531,2223,7385,600
+,4589,3439,3051,2399,1828,9987,8145,1226,8086,1348
+,9478,4201,1288,8162,951,1412,9789,2865,7788,5684
+,842,1102,4390,2285,7055,334,2107,1500,2793,3890
+,8173,3961,34,913,9039,5079,2791,3279,9712,4681
+,3134,3369,4245,4700,8795,8615,6069,1011,2907,6046
+,5259,24,8663,1903,926,5622,7432,1267,9253,1394
-,192,0,0,0,0,0,0,0,0,0
+,8206,6287,2119,489,5307,7424,1287,566,6950,1291
+,8442,5183,5508,4312,3048,8042,4625,4213,894,6106
+,9761,2873,4500,7164,8523,4147,2239,7173,9121,7921
+,7379,1358,2823,9687,2380,7954,5549,1257,4032,2347
+,2497,6950,5128,2387,4417,7347,1045,5876,7158,3757
+,3742,2479,2590,6443,274,4278,3011,7568,6454,8016
+,4974,7746,8843,1114,692,1202,8204,2529,5559,3587
+,9122,3844,5611,1069,5059,5244,9137,6207,9107,6538
+,7268,2311,6598,6277,3689,4685,9266,1995,7197,1229
+,7967,700,3714,9928,8718,9280,2440,7392,5681,438
+,2613,167,9750,4982,3333,5257,5808,291,2542,160
+,4692,9525,462,7669,1918,6060,5031,4328,3573,921
+,9361,9723,1628,4963,1881,5879,8037,8823,155,964
+,3482,997,166,2060,5949,8348,6646,1795,1789,3314
+,6760,5580,9049,3802,1727,142,2640,5324,5024,4235
+,5548,6956,1312,7321,4044,6654,8224,4649,6906,2901
+,5029,8053,7124,7865,253,5686,1024,7924,4390,7273
+,3646,7449,7148,921,6379,7249,7659,3061,173,6374
+,63,785,5958,6658,4127,5588,8242,6533,5653,4376
+,1211,2883,7044,3972,8867,842,3682,6075,9403,2674
+,2209,1156,3674,3876,2906,4465,2830,6320,2704,4856
+,4879,1669,7536,3621,1762,2985,8378,4444,9765,9011
+,8698,3296,3506,4962,4703,5809,5913,2322,3415,5880
+,2182,7818,3257,6943,2054,7387,2617,3412,3377,9294
+,7118,5056,8030,9455,8736,6483,2563,4947,9008,1644
+,81,5365,7451,3029,2869,3981,169,330,7661,8636
+,9106,6268,1836,7078,9038,563,7046,8705,6042,3874
+,535,2657,5698,6274,5902,2935,2185,233,9200,6728
+,8313,3434,3744,3318,1247,3952,7137,8987,5416,5779
+,8246,2318,6417,6432,1356,8329,167,7707,7135,9307
+,8928,7348,8541,6950,6029,2052,6852,2529,72,3888
+,399,1352,5791,1378,6267,6376,994,9599,4162,3008
+,6097,7850,4624,8377,6183,3154,7631,5255,35,6778
+,1583,268,3476,8856,9140,1072,3850,4130,9803,6524
+,4085,2090,5726,5054,3136,8869,6282,1321,9513,2640
+,3719,5288,8872,6923,5111,7021,5110,6521,6572,4339
+,4850,6842,2319,2746,937,7948,1015,9400,4768,9855
-,466,0,0,0,0,0,0,0,0,0
+,4255,6574,4580,3714,4272,8328,8261,2958,7395,9827
+,7903,429,1467,7191,7756,7714,4759,8424,5564,6607
+,4438,1665,1001,128,5031,8243,9940,5198,5667,8488
+,9490,3648,6791,1171,2848,1994,3602,4238,5431,4319
+,5250,4503,9189,9059,5206,8238,8200,310,8573,7143
+,583,9446,2083,3393,1131,5825,5848,5130,1239,3377
+,4400,5090,2543,428,9351,2667,7307,750,7939,9791
+,2406,4620,6816,3306,2517,2737,3397,8061,7074,4217
+,5227,4709,8288,1494,9309,9247,8652,7423,1392,4089
+,6018,5362,6135,7416,1462,205,8073,8953,7468,1327
+,5423,1708,3696,1648,363,181,58,8047,8102,6766
+,2079,2121,445,3914,5188,4314,8037,3214,4575,3646
+,8422,6302,3185,9433,6035,4315,3622,9928,5406,5105
+,3775,3128,3076,4835,846,3144,7227,5623,2762,1875
-,241,0,0,0,0,0,0,0,0,0
+,9504,2881,7754,1800,5250,8941,485,5514,2579,9647
+,1953,5505,613,7707,6004,4452,7564,1535,5315,3185
+,9529,4861,1735,8722,6963,8821,5650,2647,9083,9725
+,9310,8470,371,2616,1594,7631,5727,4160,2633,5737
+,9008,4926,5713,5875,3229,7322,2378,8766,6565,7610
+,8562,8540,3691,1061,1757,4304,1157,4948,9556,2448
+,6943,2411,9770,7779,5015,7610,6313,4323,7131,5946
+,5264,1908,4469,4485,4160,7680,1163,5425,5461,4412
+,7926,2604,3384,9147,8792,2677,540,4221,408,9986
+,6356,9979,9528,9992,5355,3123,9229,3102,1394,678
-,953,0,0,0,0,0,0,0,0,0
+,6298,5596,2139,6870,4160,3796,7692,4164,8637,9043
+,4700,744,6632,4963,5813,7192,380,6246,544,3313
+,740,2740,4841,9589,6235,692,403,1930,2877,7490
+,8553,1156,9305,7882,145,8427,8053,7386,7547,754
+,1254,7183,1777,8748,9729,6205,9854,5370,2384,7678
+,6017,9828,4835,3793,3859,593,851,2901,9814,8819
+,8738,1615,5957,697,6064,7311,582,65,2412,9445
+,3802,8706,1635,1934,426,5534,3095,2899,9187,4756
+,8678,5008,4009,8287,3295,9993,5962,4251,205,285
+,7884,2563,3734,5629,685,5245,5243,9810,7544,606
-,794,0,0,0,0,0,0,0,0,0
+,3797,7493,4557,1940,3569,2278,7077,8786,501,9797
+,2443,8577,8908,1757,3390,4133,6970,5062,1989,9675
+,4027,8252,9496,169,6645,2394,4863,4579,2003,9294
+,8187,2256,3504,8437,1648,615,7839,1510,3686,9978
+,7601,5212,9848,2036,4796,9575,3056,2157,4648,9327
+,2553,6335,7413,7485,8707,3044,3252,8432,3994,8029
+,6689,9272,5640,8274,4476,5196,494,8247,2010,1593
+,8765,9081,6872,6308,7202,6077,6267,613,3045,4896
-,560,0,0,0,0,0,0,0,0,0
+,9209,1530,3893,7172,2766,7896,7737,2482,8739,7889
+,1251,2203,7738,7584,8797,1646,6698,9122,4189,4016
+,7567,1331,8477,8645,790,165,5123,6915,9484,8441
+,9155,1817,4840,9448,7362,8748,786,1541,5881,2428
+,5984,8910,589,7545,7497,8037,8120,5590,3276,4322
+,2150,3264,8084,5617,6087,234,6596,414,4005,89
+,5841,6497,2317,3624,3887,4742,1560,5679,2776,4377
+,3642,921,7130,9813,2885,6200,3414,6435,1116,6652
+,4202,967,3619,1152,1213,6474,2441,4228,4106,6631
+,8043,7394,7325,9929,6305,7109,3159,6944,3007,2050
-,321,0,0,0,0,0,0,0,0,0
-,243,0,0,0,0,0,0,0,0,0
+,7751,9730,8437,3437,9061,1540,4634,6070,7199,6344
+,4622,5269,6631,3020,7842,6186,5977,6878,8548,2810
+,2383,5295,1486,4160,1586,9242,4655,8535,136,5395
+,9968,5656,360,4878,814,3403,2050,2368,3035,636
+,6574,5161,6132,1328,7257,6564,5151,6153,1584,4454
-,776,0,0,0,0,0,0,0,0,0
+,6188,2910,3991,2867,3703,816,8736,6125,1204,6757
+,8025,9328,3876,405,8307,4628,1623,3633,9926,6682
+,2381,4820,5583,4369,3545,5272,4770,4617,6381,7358
+,4038,908,1663,4186,5475,6899,9206,1289,4018,286
+,8781,6100,6572,253,5950,5516,8665,9349,848,9678
+,4990,9301,1267,6701,46,656,9155,7495,9458,5636
-,989,0,0,0,0,0,0,0,0,0
+,1996,677,5954,7106,9718,8514,2301,1768,9270,6567
+,5081,2521,1841,4320,4918,421,1774,6540,3065,4735
+,2329,3000,8407,2843,6224,139,5109,543,1778,2129
-,704,0,0,0,0,0,0,0,0,0
+,3495,3683,2241,7102,2387,4886,5247,1530,9574,5932
+,9636,4661,6924,574,1720,1090,3982,7117,2402,2020
-,100,0,0,0,0,0,0,0,0,0
+,1611,3261,9941,8306,3743,7572,5036,5771,6482,909
+,5917,8387,125,2483,3189,2132,4157,7581,6552,1037
+,747,7988,4945,5947,9999,642,4017,1046,6668,6436
+,3732,9291,7494,4724,471,3286,8829,2071,9882,9615
+,4061,8492,8224,2494,8866,1049,8478,7111,7186,8984
+,3852,3289,3676,9723,9502,5031,2379,1304,3685,6082
+,5710,4052,8048,2217,7317,7620,1728,4790,4871,8570
+,1032,7303,2794,6895,6751,5159,339,4441,3954,6471
+,7206,9433,7471,8098,7491,3555,8503,8332,4486,9587
+,2111,3996,859,190,9318,9229,2491,4572,1399,9173
+,9678,4604,7078,4262,5516,4121,2293,1909,3595,1321
+,6657,68,8051,3087,2451,1231,9821,6495,425,709
-,857,0,0,0,0,0,0,0,0,0
+,9460,7139,1324,1128,9152,634,3013,4237,5431,6431
+,6797,8497,1554,5885,5724,7175,3409,4085,2555,8605
+,9903,5368,9931,4765,4926,7466,5812,527,7065,6598
+,3132,6201,9291,9978,9392,5701,9635,8650,7497,8848
+,9387,2510,4054,8778,4438,2905,2773,3523,1074,6268
+,4575,7824,5735,7290,6576,8299,1306,7820,5289,4230
+,1270,4432,6729,7389,3185,406,6098,3507,9815,2661
+,3381,9764,8789,205,6165,8621,9496,6866,2839,5706
+,8977,1177,6286,9542,6271,9533,2785,7682,2126,6415
+,2065,4532,1024,8639,8505,2666,3871,4892,8588,7412
+,1157,4125,3325,6515,170,5520,5652,483,5872,7580
+,4359,9033,182,2254,3470,8305,9360,5421,5173,8213
+,1285,8585,6188,824,5707,1599,4790,1470,7633,5419
+,8718,3168,9658,9401,1134,5052,1046,5307,6040,1
+,3868,5417,9675,8610,7585,7294,202,7309,5178,5577
+,693,8858,2144,9427,6158,6055,4598,9174,8879,5754
+,2410,5173,3351,9730,505,1908,7904,1132,2403,342
-,636,0,0,0,0,0,0,0,0,0
+,5514,9878,8142,4487,2571,4081,663,4994,9185,872
+,7796,4060,925,5558,988,9745,7071,6082,8740,1968
+,5207,7431,1189,8724,5085,6256,1572,5023,7180,2833
+,5546,4893,4170,3532,867,158,1872,4918,2939,9054
+,1437,5693,7937,5719,4492,8600,4644,7847,314,4350
+,9952,7360,5934,4230,845,4627,9500,6629,5016,4144
+,2300,292,2475,3267,1387,4026,9690,5755,4792,870
+,4100,3847,6690,649,6608,6267,6940,6324,1959,2787
-,834,0,0,0,0,0,0,0,0,0
+,3604,2273,1832,3253,5344,9929,6083,5036,8181,2485
+,4229,5924,541,7428,9484,731,5961,794,3235,3317
+,6622,5897,3358,2684,2262,8685,2934,9718,4945,2562
+,3683,4843,6348,6456,5923,824,3731,8782,5275,8717
+,7104,9419,6153,7988,2272,6649,5286,6810,5683,5362
+,9658,7490,1624,9374,6647,5507,9393,9551,7653,6908
+,3347,8716,8573,6872,4009,4915,8789,5283,2560,3894
+,7097,3695,7818,1017,5370,1134,3154,681,7503,874
+,2546,901,7369,2432,6918,6981,7974,4913,9557,6135
-,717,0,0,0,0,0,0,0,0,0
+,8842,3288,683,3387,8540,1034,4561,3751,4973,4046
+,3299,8752,3691,9184,5994,2701,291,2688,6214,6852
+,8404,4324,490,6722,4475,4719,7941,9155,3022,2475
+,7342,5589,6003,1971,6704,4880,1040,468,9985,996
+,5798,6645,4378,1909,4135,9374,1696,3311,1159,9969
+,9079,701,3104,5033,2471,2426,701,6441,5521,1641
+,5774,5693,5663,1039,6193,1640,7931,688,7297,3227
+,818,1894,3172,8270,7583,5217,7818,7072,4869,433
+,9007,2376,643,9684,7025,4455,1368,4189,1495,757
+,4519,6294,6551,5269,7712,8545,3774,1218,4565,132
+,9667,7276,2062,3084,1579,3910,6874,221,3915,9091
-,140,0,0,0,0,0,0,0,0,0
+,532,6559,9386,6310,3053,7293,7032,6529,8733,5859
+,4997,943,9549,8003,4009,9250,4392,5203,5437,2532
+,8686,1265,9447,5204,758,4251,7711,594,7422,9101
+,3844,3321,6197,5326,8468,4147,4331,5161,9874,6877
+,8225,1091,1499,5808,993,8871,627,9638,6023,6372
+,3173,6606,6632,4259,8757,4814,2424,9418,7039,9947
+,7264,9911,8332,3421,7619,6927,323,4551,9724,8317
+,7571,8272,3586,480,6342,4530,5360,3549,2588,1081
+,8644,5310,878,9627,7320,1065,3591,7160,3400,8634
+,2422,6326,914,1073,6651,4293,6584,1949,5936,1695
+,5560,7690,3486,7990,3867,1770,2049,4546,8987,368
+,3518,8681,736,8919,6854,261,3848,6281,681,5448
+,4352,2211,4227,7924,1137,6523,871,2221,6122,1888
+,3356,4424,6489,2157,1897,9488,9629,1557,4782,8466
+,4931,3212,4276,3221,3298,4485,759,27,9532,6117
+,5954,1416,5975,5757,1295,4549,5333,3557,8584,5775
+,258,209,5557,7976,882,4037,8895,5992,3921,5705
-,201,0,0,0,0,0,0,0,0,0
+,2724,9030,7418,772,1421,3194,7484,7347,8182,3664
-,11,0,0,0,0,0,0,0,0,0
+,1922,3099,3056,4894,7012,2878,7431,2634,3588,8765
+,3507,3081,4815,1776,2791,3867,261,7981,1045,7364
+,2886,4163,6288,9666,1317,4871,1617,2927,3980,5145
+,1342,2446,4873,8577,8871,6007,5373,6181,9870,144
+,5979,8076,6096,2706,8460,1544,7864,9968,6826,1278
+,8457,9212,1236,8190,9953,9172,6640,7389,2419,6916
+,2641,9569,7732,5699,8666,5304,6190,3866,5187,5106
+,2173,47,6493,5046,9701,9177,1641,5565,1608,3126
+,4588,4104,6170,8843,4593,1455,1716,9260,6285,6666
+,2193,9891,2576,9731,5510,9772,9154,9952,9374,410
+,208,4591,2574,9547,1517,6666,4599,3732,3671,134
+,588,2843,4846,4359,4620,3202,1835,2205,772,6521
+,2272,986,7683,3911,9621,9612,2399,4486,1675,2767
+,9523,1226,2907,5483,1514,5480,6372,300,5907,8712
+,8115,6792,4214,414,1228,7825,267,5344,1530,4974
+,7021,8796,2330,9142,9085,9149,6081,9962,1887,899
+,1402,7803,2179,6901,827,1708,5782,2106,6649,110
+,5442,1244,2905,60,3307,9048,5768,180,4705,8189
+,2820,7622,5045,5418,2611,1691,6693,7604,8750,2804
+,8534,6216,9239,7444,9281,3134,9665,5597,1583,9640
+,2010,1840,3756,891,7162,5976,3794,3506,9617,4881
+,983,7083,6025,6040,2106,3593,436,8892,9046,5919
+,4121,6709,6768,9336,6981,9724,3935,1544,2415,3835
-,657,0,0,0,0,0,0,0,0,0
+,3654,449,1342,2138,224,244,5033,2294,6584,2721
+,2164,5736,6064,2641,9722,3627,2687,8713,996,5887
+,8268,4522,604,9437,4048,5511,3428,3877,4250,5766
+,2364,2325,2266,4044,2973,9519,3439,3440,1704,1010
+,4234,937,7330,1661,361,7669,3932,8847,2158,5969
+,1024,3507,2014,8398,9082,141,4602,4902,1842,1539
+,5007,700,7768,6078,8847,5595,5848,7095,1559,1963
+,9302,6999,1796,9138,2069,403,2253,9369,4826,2133
+,4740,6809,2235,9670,7906,793,7133,1305,8055,4209
+,3467,7889,6581,702,5582,9580,3193,5069,899,6137
+,2493,7629,7318,9525,3996,1236,3254,8281,8787,6527
+,9451,9548,7982,5244,1933,2015,8565,6928,8948,5358
+,9021,7944,9992,1735,8694,7055,7548,2181,9823,8123
+,134,8524,8479,42,920,3533,5561,9613,254,9729
+,3946,463,5648,4052,8925,5551,1978,1693,9714,63
-,57,0,0,0,0,0,0,0,0,0
+,5609,2098,9716,1989,2555,2872,4580,3598,2962,5451
+,5416,9654,9027,9115,8948,1063,2970,42,2658,160
+,7570,8524,2146,3148,8393,3482,6820,7618,7009,2177
+,221,133,9354,3872,3279,2923,3856,12,6456,2336
-,189,0,0,0,0,0,0,0,0,0
+,2330,6519,2642,4739,4221,6415,9716,8516,2287,5317
+,1500,2025,5472,3599,3114,2961,602,9675,8285,9963
+,3916,7374,4602,7258,4834,5416,7429,6606,4478,7093
-,986,0,0,0,0,0,0,0,0,0
+,8287,3623,5479,486,9047,9092,7879,3574,1733,3183
+,4710,1041,6470,606,6556,9319,8008,240,4520,9070
+,2651,1281,8682,2169,7793,3055,8575,1279,359,5917
+,5682,335,5613,9732,6329,907,8584,5077,7001,6366
+,9363,3271,938,7040,523,9453,4111,1242,1700,2682
+,7809,5228,2951,6443,205,5784,8765,2245,7056,3150
+,6782,8987,3461,2514,131,2030,2523,3758,431,1050
-,217,0,0,0,0,0,0,0,0,0
+,4955,4016,4452,9108,2180,5303,18,3017,6649,4475
-,342,0,0,0,0,0,0,0,0,0
+,366,8831,932,1415,2031,5050,2892,991,6689,8026
+,255,2281,5420,1714,6543,8981,9581,4292,3938,7417
+,3583,1125,7377,4055,6491,1563,8240,282,5880,5488
+,623,6635,2745,8384,4878,9748,9420,7440,4197,828
+,6218,356,1,9536,1086,7838,4915,5223,2857,2667
+,7731,7044,9009,8167,5470,6006,9898,4679,5499,9205
+,3854,306,5892,3325,1822,3309,2317,7139,5321,6716
+,8855,4169,2492,2363,4540,8957,3987,2878,2021,520
+,4198,3866,4971,3906,8743,2867,8676,4111,4476,3796
+,7830,8687,9388,3456,2350,9834,7828,6841,1949,4338
+,5402,2341,1993,6476,5164,3846,6407,1460,7407,9200
-,70,0,0,0,0,0,0,0,0,0
+,171,507,7618,5319,6976,2966,3815,9653,6756,2670
+,5045,6204,9642,9099,1368,1149,1884,4621,9979,8441
+,8194,1991,4515,2597,3258,9259,6860,3953,861,7506
-,656,0,0,0,0,0,0,0,0,0
+,9933,3279,6032,847,5011,5437,1268,3570,6107,3584
+,2021,9419,7047,6442,7150,5713,1455,4040,1483,5204
+,7399,6270,5631,467,1406,7359,8078,9158,7240,5726
+,985,8598,7506,6387,4637,9996,6383,9709,1870,3902
+,5903,3234,1454,1479,7105,3192,9900,3273,101,2249
+,5027,6598,2106,5839,802,3469,6050,1045,5537,2116
+,3376,4867,7572,1178,921,9460,3063,3980,2319,7157
+,2043,4304,2708,9614,2600,587,6465,6355,2716,1778
+,5116,266,2651,9396,6173,5456,8004,9540,1727,7922
+,4608,2413,8697,7364,7707,1080,7522,6429,2853,1443
+,4369,2197,623,886,4345,9543,6762,7125,222,3175
+,7706,4638,3620,3456,5605,1493,5590,135,1782,2528
+,9104,6367,6269,6251,8615,8972,1839,8792,4624,5232
+,1703,8529,1880,3864,8739,4984,9914,2591,9539,2061
+,8819,1741,1620,6113,1418,4066,4920,1414,2914,8199
+,5669,2508,4065,8706,8703,6299,952,7721,7830,74
+,1192,2183,2056,6354,9717,7028,2529,140,2986,1994
+,6198,2940,9088,9664,8883,7197,9744,8139,9268,3961
+,1924,4391,4397,4384,2042,2012,7532,2727,7048,4596
+,5497,3542,2178,9580,690,2383,788,6829,3938,3913
+,6996,8730,6715,9118,5915,9470,6067,3498,2808,337
+,7156,4836,2109,9130,7465,7345,2840,6854,1752,6483
+,6814,6715,2979,1654,2054,5860,2488,4740,2393,5720
+,2708,4461,9431,9341,7943,7370,6686,938,8207,9006
+,2677,3268,6730,2658,6530,7423,6776,241,9915,4443
+,4977,7746,7850,1489,6867,3611,2299,5879,8536,9395
+,7979,9204,4927,4871,1644,3971,9633,2953,9897,9346
+,3318,2077,2260,1000,7462,6294,8207,7989,7518,5067
+,4659,363,954,4944,4736,1561,3904,9310,7931,6118
+,3058,1832,1811,4821,8357,8670,4237,42,8340,5428
+,7948,1887,2371,2447,2136,853,2944,7461,1232,1191
+,6882,7931,7332,3672,2658,7603,9690,7326,8188,9337
+,9782,2246,8092,7643,2000,8505,3962,6007,3903,9124
+,3870,9458,5174,7437,3207,7184,6770,1787,9635,2243
+,8640,2875,4775,2247,9538,3675,7267,8812,41,1649
+,849,7803,3712,5043,6240,2902,3692,1464,3652,7159
+,863,1802,5406,7812,1247,3017,6069,4709,7399,7200
+,4086,7926,3609,6558,540,3708,951,1101,5788,1198
+,989,7955,6781,8200,1416,3830,6899,2521,6778,4083
+,7371,6107,8031,7860,1202,8679,8093,8130,8476,1530
+,6740,3944,5445,9795,1191,9091,5284,7944,6965,6632
+,2036,2459,4774,8487,7879,4668,4572,6997,7227,9974
+,8668,3683,9555,3630,7696,7005,6773,7290,5152,113
-,89,0,0,0,0,0,0,0,0,0
+,4932,3039,3092,7653,1044,1629,1112,5545,6987,48
-,769,0,0,0,0,0,0,0,0,0
+,1414,4608,2333,6041,8441,3833,8075,1080,1588,5901
+,1529,7955,9610,4778,7220,8199,9301,6345,7328,4927
+,1859,653,8643,7194,9737,8894,5488,8001,5133,6269
+,1209,766,5895,428,9227,3408,7603,7655,3562,1368
+,1445,9881,2175,7102,5311,3465,2784,3481,3781,2940
+,9120,3153,2966,8606,4225,2957,992,8015,2718,1173
+,6974,8369,2911,743,2684,9084,1106,525,7202,8122
+,7221,1255,2741,901,6264,2236,5759,7270,3845,4805
-,511,0,0,0,0,0,0,0,0,0
+,2678,9453,1528,3498,1740,8450,5337,1853,8412,7404
+,9606,886,3257,210,6470,374,6590,3995,8847,527
+,7265,8114,1791,2117,688,6403,7737,7753,4547,2014
+,9726,2882,3108,8832,6484,7952,1756,1973,5734,2614
+,266,7046,5573,2651,4091,8645,4704,503,2266,6140
+,7047,8721,2047,4939,6143,6512,3235,6667,9107,9565
+,4957,3207,6094,8798,2421,815,423,6351,1896,9239
+,4026,2107,4196,6309,6649,7088,8822,73,6644,3520
+,1093,9934,4640,7118,378,1881,4911,6905,657,1548
+,4738,3826,6700,3427,6170,9541,2150,3111,2376,5578
+,3653,2908,9724,1067,6561,5895,1809,1254,3913,8647
+,6240,7512,2870,947,39,3345,7350,1876,8263,7992
+,1287,2876,2843,3049,7827,2833,8193,1443,7035,2744
+,6009,6528,7241,9402,3717,4374,7304,1620,9996,7610
+,4789,3223,5493,5468,2195,361,6511,467,9097,5599
